station_id,latitude,longitude,upstream_pfas_facility_count,nearest_pfas_facility_km,watershed_area_km2,pct_urban,mean_annual_flow_m3s,stream_order,month,water_pfas_ng_l,huc8,sample_date,year,n_congeners,segment_id
USGS-01177000,42.160649,-72.513976,0,96.85,1784.5,10.3,13.65,4,9,2.06,1080204.0,2020-09-09,2020,3,seg_000994
USGS-01177000,42.160649,-72.513976,0,96.85,1784.5,10.3,13.65,4,9,1.9,1080204.0,2020-09-28,2020,3,seg_000995
USGS-01177000,42.160649,-72.513976,0,96.85,1784.5,10.3,13.65,4,11,2.23,1080204.0,2020-11-09,2020,3,seg_000996
USGS-01181008,42.225645,-72.870653,0,76.8,118.3,10.0,11.83,4,8,1.58,1080206.0,2020-08-25,2020,2,seg_000997
USGS-01181008,42.225645,-72.870653,0,76.8,118.3,10.0,11.83,4,9,1.22,1080206.0,2020-09-14,2020,1,seg_000998
USGS-01181008,42.225645,-72.870653,0,76.8,118.3,10.0,11.83,4,10,0.91,1080206.0,2020-10-22,2020,1,seg_000999
USGS-01183610,42.099444,-72.636306,0,97.46,1333.8,10.3,13.71,4,8,20.84,1080206.0,2020-08-17,2020,3,seg_001000
USGS-01183610,42.099444,-72.636306,0,97.46,1333.8,10.3,13.71,4,9,17.65,1080206.0,2020-09-15,2020,3,seg_001001
USGS-01183610,42.099444,-72.636306,0,97.46,1333.8,10.3,13.71,4,10,12.19,1080206.0,2020-10-23,2020,2,seg_001002
USGS-01185500,42.078861,-73.072883,0,89.05,237.5,10.2,12.92,4,8,1.55,1080207.0,2020-08-25,2020,2,seg_001003
USGS-01185500,42.078861,-73.072883,0,89.05,237.5,10.2,12.92,4,9,1.09,1080207.0,2020-09-28,2020,2,seg_001004
USGS-01185500,42.078861,-73.072883,0,89.05,237.5,10.2,12.92,4,10,0.92,1080207.0,2020-10-15,2020,2,seg_001005
USGS-01197134,42.393974,-73.240383,0,53.65,97.1,9.7,9.71,4,9,3.65,1100005.0,2020-09-01,2020,3,seg_001006
USGS-01197134,42.393974,-73.240383,0,53.65,97.1,9.7,9.71,4,9,3.02,1100005.0,2020-09-23,2020,3,seg_001007
USGS-01197134,42.393974,-73.240383,0,53.65,97.1,9.7,9.71,4,10,2.68,1100005.0,2020-10-23,2020,3,seg_001008
USGS-01197500,42.231917,-73.354667,0,72.77,730.4,10.0,11.43,4,8,4.1,1100005.0,2020-08-20,2020,3,seg_001009
USGS-01197500,42.231917,-73.354667,0,72.77,730.4,10.0,11.43,4,9,3.67,1100005.0,2020-09-16,2020,3,seg_001010
USGS-01197500,42.231917,-73.354667,0,72.77,730.4,10.0,11.43,4,10,2.37,1100005.0,2020-10-23,2020,2,seg_001011
USGS-01331393,42.600575,-73.13815,2,30.81,76.6,9.5,7.66,4,9,1.53,2020003.0,2020-09-01,2020,2,seg_001012
USGS-01331393,42.600575,-73.13815,2,30.81,76.6,9.5,7.66,4,9,1.37,2020003.0,2020-09-23,2020,2,seg_001013
USGS-01331393,42.600575,-73.13815,2,30.81,76.6,9.5,7.66,4,10,0.79,2020003.0,2020-10-26,2020,1,seg_001014
USGS-01332500,42.700257,-73.158972,2,19.59,326.3,9.3,6.65,4,8,4.3,2020003.0,2020-08-25,2020,2,seg_001015
USGS-01332500,42.700257,-73.158972,2,19.59,326.3,9.3,6.65,4,9,5.88,2020003.0,2020-09-16,2020,2,seg_001016
USGS-01332500,42.700257,-73.158972,2,19.59,326.3,9.3,6.65,4,10,3.12,2020003.0,2020-10-26,2020,2,seg_001017
USGS-01367625,41.040278,-74.629722,0,68.07,15.2,8.0,507.99,7,2,5.3,2020007.0,2020-02-04,2020,2,seg_001018
USGS-01367625,41.040278,-74.629722,0,68.07,15.2,8.0,507.99,7,9,6.3,2020007.0,2020-09-14,2020,2,seg_001019
USGS-01367625,41.040278,-74.629722,0,68.07,15.2,8.0,507.99,7,2,4.8,2020007.0,2022-02-07,2022,2,seg_001020
USGS-01367770,41.193889,-74.575278,0,52.69,157.5,7.8,523.63,7,2,2.5,2020007.0,2020-02-04,2020,2,seg_001021
USGS-01367770,41.193889,-74.575278,0,52.69,157.5,7.8,523.63,7,9,3.2,2020007.0,2020-09-08,2020,2,seg_001022
USGS-01367770,41.193889,-74.575278,0,52.69,157.5,7.8,523.63,7,2,4.0,2020007.0,2022-02-03,2022,2,seg_001023
USGS-01367800,41.162778,-74.675278,0,61.34,40.9,7.9,514.15,7,2,1.1,2020007.0,2020-02-04,2020,1,seg_001024
USGS-01367800,41.162778,-74.675278,0,61.34,40.9,7.9,514.15,7,9,1.2,2020007.0,2020-09-14,2020,1,seg_001025
USGS-01367815,41.177111,-74.6405,0,58.07,5177.0,7.8,517.7,7,8,1.2,2020007.0,2020-08-14,2020,1,seg_001026
USGS-01367950,41.234472,-74.572611,1,49.67,11.7,7.7,526.54,7,9,1.1,2020007.0,2020-09-11,2020,1,seg_001027
USGS-01368000,41.260095,-74.548493,2,46.35,362.6,7.7,529.99,7,9,2.4,2020007.0,2020-09-08,2020,1,seg_001028
USGS-01368000,41.260095,-74.548493,2,46.35,362.6,7.7,529.99,7,2,2.0,2020007.0,2022-02-03,2022,1,seg_001029
USGS-01368820,41.186944,-74.42,2,44.33,16.7,7.6,533.67,7,2,7.3,2020007.0,2020-02-04,2020,2,seg_001030
USGS-01368823,41.161806,-74.422639,2,46.72,5313.3,7.6,531.33,7,9,1.3,2020007.0,2020-09-11,2020,1,seg_001031
USGS-01377000,40.999167,-73.989167,0,54.4,150.2,7.7,526.27,7,6,11.8,2030103.0,2020-06-10,2020,3,seg_001032
USGS-01377000,40.999167,-73.989167,0,54.4,150.2,7.7,526.27,7,9,12.2,2030103.0,2020-09-17,2020,3,seg_001033
USGS-01377000,40.999167,-73.989167,0,54.4,150.2,7.7,526.27,7,3,10.5,2030103.0,2021-03-10,2021,3,seg_001034
USGS-01377000,40.999167,-73.989167,0,54.4,150.2,7.7,526.27,7,3,9.5,2030103.0,2022-03-02,2022,3,seg_001035
USGS-01377850,40.99,-74.008056,0,55.32,5252.1,7.7,525.21,7,6,15.7,2030103.0,2020-06-10,2020,3,seg_001036
USGS-01377850,40.99,-74.008056,0,55.32,5252.1,7.7,525.21,7,9,16.9,2030103.0,2020-09-17,2020,3,seg_001037
USGS-01377850,40.99,-74.008056,0,55.32,5252.1,7.7,525.21,7,3,15.9,2030103.0,2021-03-11,2021,3,seg_001038
USGS-01378400,40.976667,-73.934167,0,57.41,0.9,7.8,523.25,7,9,2.2,2030103.0,2020-09-09,2020,1,seg_001039
USGS-01378400,40.976667,-73.934167,0,57.41,0.9,7.8,523.25,7,3,3.3,2030103.0,2022-03-15,2022,2,seg_001040
USGS-01378560,40.911111,-74.040278,0,64.04,18.1,7.9,515.75,7,2,17.3,2030103.0,2020-02-19,2020,3,seg_001041
USGS-01378560,40.911111,-74.040278,0,64.04,18.1,7.9,515.75,7,9,29.9,2030103.0,2020-09-09,2020,3,seg_001042
USGS-01378560,40.911111,-74.040278,0,64.04,18.1,7.9,515.75,7,2,24.4,2030103.0,2022-02-28,2022,3,seg_001043
USGS-01378671,40.741528,-74.549028,0,75.17,82.6,46.7,8.26,3,2,2.2,2030103.0,2020-02-05,2020,1,seg_001044
USGS-01378671,40.741528,-74.549028,0,75.17,82.6,46.7,8.26,3,9,2.5,2030103.0,2020-09-11,2020,1,seg_001045
USGS-01379200,40.649722,-74.524167,0,68.8,53.9,47.1,7.63,3,3,4.9,2030103.0,2020-03-16,2020,3,seg_001046
USGS-01379200,40.649722,-74.524167,0,68.8,53.9,47.1,7.63,3,9,11.5,2030103.0,2020-09-18,2020,3,seg_001047
USGS-01379200,40.649722,-74.524167,0,68.8,53.9,47.1,7.63,3,3,7.2,2030103.0,2022-03-22,2022,2,seg_001048
USGS-01379340,40.689444,-74.439722,0,76.96,231.8,46.5,8.43,3,6,11.9,2030103.0,2020-06-16,2020,4,seg_001049
USGS-01379340,40.689444,-74.439722,0,76.96,231.8,46.5,8.43,3,9,7.7,2030103.0,2020-09-22,2020,3,seg_001050
USGS-01380100,40.902222,-74.501389,0,74.94,57.5,8.1,502.22,7,3,6.3,2030103.0,2020-03-09,2020,2,seg_001051
USGS-01380100,40.902222,-74.501389,0,74.94,57.5,8.1,502.22,7,9,9.2,2030103.0,2020-09-09,2020,2,seg_001052
USGS-01380100,40.902222,-74.501389,0,74.94,57.5,8.1,502.22,7,2,7.5,2030103.0,2022-02-22,2022,2,seg_001053
USGS-0138013550,40.920917,-74.460056,0,71.56,5060.4,8.0,506.04,7,9,2.2,2030103.0,2020-09-30,2020,1,seg_001054
USGS-01380295,40.951111,-74.413056,0,66.89,6.4,7.9,511.26,7,8,8.9,2030103.0,2020-08-26,2020,3,seg_001055
USGS-01381720,40.832361,-74.407444,0,79.05,4987.9,8.1,498.79,7,2,8.9,2030103.0,2020-02-05,2020,3,seg_001056
USGS-01381720,40.832361,-74.407444,0,79.05,4987.9,8.1,498.79,7,9,8.6,2030103.0,2020-09-30,2020,3,seg_001057
USGS-01381800,40.845,-74.347222,0,75.93,177.4,8.1,502.27,7,6,24.0,2030103.0,2020-06-16,2020,3,seg_001058
USGS-01381800,40.845,-74.347222,0,75.93,177.4,8.1,502.27,7,9,20.5,2030103.0,2020-09-01,2020,3,seg_001059
USGS-01381800,40.845,-74.347222,0,75.93,177.4,8.1,502.27,7,3,18.3,2030103.0,2021-03-16,2021,3,seg_001060
USGS-01381800,40.845,-74.347222,0,75.93,177.4,8.1,502.27,7,3,4.5,2030103.0,2022-03-17,2022,2,seg_001061
USGS-01382000,40.897222,-74.272778,0,68.46,935.0,8.0,510.38,7,3,7.9,2030103.0,2020-03-09,2020,2,seg_001062
USGS-01382000,40.897222,-74.272778,0,68.46,935.0,8.0,510.38,7,9,15.4,2030103.0,2020-09-09,2020,3,seg_001063
USGS-01382000,40.897222,-74.272778,0,68.46,935.0,8.0,510.38,7,3,8.8,2030103.0,2021-03-08,2021,2,seg_001064
USGS-01382000,40.897222,-74.272778,0,68.46,935.0,8.0,510.38,7,3,15.5,2030103.0,2022-03-28,2022,3,seg_001065
USGS-01382320,41.047944,-74.441917,0,58.29,5196.6,7.8,519.66,7,6,5.5,2030103.0,2020-06-15,2020,2,seg_001066
USGS-01382500,41.018333,-74.401111,0,59.65,165.0,7.8,518.73,7,6,2.1,2030103.0,2020-06-15,2020,1,seg_001067
USGS-01382500,41.018333,-74.401111,0,59.65,165.0,7.8,518.73,7,8,2.3,2030103.0,2020-08-11,2020,1,seg_001068
USGS-01387500,41.098056,-74.162778,2,44.49,310.8,7.6,536.17,7,6,8.2,2030103.0,2020-06-10,2020,3,seg_001069
USGS-01387500,41.098056,-74.162778,2,44.49,310.8,7.6,536.17,7,8,10.4,2030103.0,2020-08-27,2020,3,seg_001070
USGS-01387500,41.098056,-74.162778,2,44.49,310.8,7.6,536.17,7,3,2.8,2030103.0,2021-03-11,2021,1,seg_001071
USGS-01387500,41.098056,-74.162778,2,44.49,310.8,7.6,536.17,7,3,2.2,2030103.0,2022-03-02,2022,1,seg_001072
USGS-01387968,40.990083,-74.256472,0,58.2,5213.3,7.8,521.33,7,2,12.4,2030103.0,2020-02-26,2020,3,seg_001073
USGS-01387968,40.990083,-74.256472,0,58.2,5213.3,7.8,521.33,7,9,14.2,2030103.0,2020-09-23,2020,3,seg_001074
USGS-01388500,40.969722,-74.281944,0,61.03,919.4,7.8,518.25,7,6,16.8,2030103.0,2020-06-15,2020,3,seg_001075
USGS-01388500,40.969722,-74.281944,0,61.03,919.4,7.8,518.25,7,9,7.6,2030103.0,2020-09-10,2020,2,seg_001076
USGS-01388500,40.969722,-74.281944,0,61.03,919.4,7.8,518.25,7,2,5.0,2030103.0,2022-02-17,2022,2,seg_001077
USGS-01388720,40.926389,-74.292778,0,65.88,33.9,7.9,513.07,7,2,5.7,2030103.0,2020-02-19,2020,2,seg_001078
USGS-01388720,40.926389,-74.292778,0,65.88,33.9,7.9,513.07,7,9,16.7,2030103.0,2020-09-09,2020,2,seg_001079
USGS-01388720,40.926389,-74.292778,0,65.88,33.9,7.9,513.07,7,2,11.8,2030103.0,2022-02-15,2022,3,seg_001080
USGS-01389020,40.963028,-74.212472,0,60.06,5194.7,7.8,519.47,7,9,5.7,2030103.0,2020-09-10,2020,2,seg_001081
USGS-01389500,40.884722,-74.226111,0,68.8,1973.6,8.0,510.14,7,6,16.2,2030103.0,2020-06-16,2020,3,seg_001082
USGS-01389500,40.884722,-74.226111,0,68.8,1973.6,8.0,510.14,7,9,14.7,2030103.0,2020-09-02,2020,3,seg_001083
USGS-01389500,40.884722,-74.226111,0,68.8,1973.6,8.0,510.14,7,3,8.1,2030103.0,2022-03-02,2022,2,seg_001084
USGS-01389710,40.900556,-74.182778,0,66.33,1.5,7.9,512.88,7,3,7.9,2030103.0,2020-03-04,2020,2,seg_001085
USGS-01389710,40.900556,-74.182778,0,66.33,1.5,7.9,512.88,7,9,10.7,2030103.0,2020-09-30,2020,3,seg_001086
USGS-01391500,40.890278,-74.080556,0,66.45,141.4,7.9,513.05,7,6,30.0,2030103.0,2020-06-10,2020,4,seg_001087
USGS-01391500,40.890278,-74.080556,0,66.45,141.4,7.9,513.05,7,9,28.6,2030103.0,2020-09-02,2020,4,seg_001088
USGS-01391500,40.890278,-74.080556,0,66.45,141.4,7.9,513.05,7,3,24.9,2030103.0,2021-03-16,2021,3,seg_001089
USGS-01391500,40.890278,-74.080556,0,66.45,141.4,7.9,513.05,7,3,16.7,2030103.0,2022-03-29,2022,3,seg_001090
USGS-01393350,40.692222,-74.243611,0,89.73,6.6,45.6,9.69,3,2,24.3,2030104.0,2020-02-04,2020,3,seg_001091
USGS-01393350,40.692222,-74.243611,0,89.73,6.6,45.6,9.69,3,9,31.1,2030104.0,2020-09-25,2020,3,seg_001092
USGS-01394500,40.6875,-74.311667,0,84.89,66.0,45.9,9.21,3,9,19.4,2030104.0,2020-09-01,2020,3,seg_001093
USGS-01394500,40.6875,-74.311667,0,84.89,66.0,45.9,9.21,3,2,16.0,2030104.0,2022-02-24,2022,3,seg_001094
USGS-01395000,40.618889,-74.283333,0,82.28,105.9,46.1,8.95,3,9,13.0,2030104.0,2020-09-08,2020,3,seg_001095
USGS-01395000,40.618889,-74.283333,0,82.28,105.9,46.1,8.95,3,2,20.0,2030104.0,2022-02-15,2022,3,seg_001096
USGS-01396067,40.881917,-74.744944,0,80.76,88.1,46.2,8.81,3,6,4.5,2030105.0,2020-06-17,2020,2,seg_001097
USGS-01396660,40.6475,-74.968889,0,50.34,30.6,48.5,5.82,3,2,4.6,2030105.0,2020-02-10,2020,2,seg_001098
USGS-01396660,40.6475,-74.968889,0,50.34,30.6,48.5,5.82,3,9,3.3,2030105.0,2020-09-08,2020,1,seg_001099
USGS-01396660,40.6475,-74.968889,0,50.34,30.6,48.5,5.82,3,3,3.0,2030105.0,2022-03-07,2022,1,seg_001100
USGS-01397000,40.572222,-74.868056,3,44.98,380.7,48.9,5.29,3,3,2.7,2030105.0,2020-03-02,2020,1,seg_001101
USGS-01397157,40.584333,-74.847667,3,46.93,54.8,48.8,5.48,3,8,1.9,2030105.0,2020-08-10,2020,1,seg_001102
USGS-01398000,40.473333,-74.827778,3,37.19,66.6,49.5,4.52,3,2,5.7,2030105.0,2020-02-10,2020,1,seg_001103
USGS-01398000,40.473333,-74.827778,3,37.19,66.6,49.5,4.52,3,8,14.8,2030105.0,2020-08-12,2020,4,seg_001104
USGS-01398000,40.473333,-74.827778,3,37.19,66.6,49.5,4.52,3,2,5.0,2030105.0,2022-02-15,2022,2,seg_001105
USGS-01398100,40.525556,-74.705833,2,48.24,56.1,48.7,5.61,3,2,3.0,2030105.0,2020-02-19,2020,1,seg_001106
USGS-01398100,40.525556,-74.705833,2,48.24,56.1,48.7,5.61,3,8,75.7,2030105.0,2020-08-25,2020,3,seg_001107
USGS-01398102,40.546944,-74.696389,0,50.54,686.3,48.5,5.84,3,3,2.1,2030105.0,2020-03-02,2020,1,seg_001108
USGS-01398102,40.546944,-74.696389,0,50.54,686.3,48.5,5.84,3,8,7.2,2030105.0,2020-08-10,2020,2,seg_001109
USGS-01398102,40.546944,-74.696389,0,50.54,686.3,48.5,5.84,3,3,6.6,2030105.0,2022-03-16,2022,2,seg_001110
USGS-01399568,40.677222,-74.796111,0,58.13,65.8,47.9,6.58,3,6,2.3,2030105.0,2020-06-17,2020,1,seg_001111
USGS-01399568,40.677222,-74.796111,0,58.13,65.8,47.9,6.58,3,8,2.7,2030105.0,2020-08-13,2020,1,seg_001112
USGS-01399680,40.620417,-74.772611,0,53.45,61.2,48.3,6.12,3,2,2.9,2030105.0,2020-02-18,2020,1,seg_001113
USGS-01399680,40.620417,-74.772611,0,53.45,61.2,48.3,6.12,3,8,3.3,2030105.0,2020-08-10,2020,2,seg_001114
USGS-01399780,40.634722,-74.686667,0,58.72,259.0,47.9,6.64,3,2,1.8,2030105.0,2020-02-24,2020,1,seg_001115
USGS-01399780,40.634722,-74.686667,0,58.72,259.0,47.9,6.64,3,8,5.3,2030105.0,2020-08-10,2020,2,seg_001116
USGS-01399780,40.634722,-74.686667,0,58.72,259.0,47.9,6.64,3,2,1.8,2030105.0,2022-02-16,2022,1,seg_001117
USGS-01400000,40.570556,-74.679167,0,53.48,492.1,48.3,6.12,3,2,3.6,2030105.0,2020-02-21,2020,2,seg_001118
USGS-01400000,40.570556,-74.679167,0,53.48,492.1,48.3,6.12,3,8,8.9,2030105.0,2020-08-28,2020,3,seg_001119
USGS-01400000,40.570556,-74.679167,0,53.48,492.1,48.3,6.12,3,3,2.5,2030105.0,2022-03-03,2022,1,seg_001120
USGS-01400120,40.564444,-74.635833,0,55.44,1227.7,48.1,6.32,3,6,7.1,2030105.0,2020-06-24,2020,2,seg_001121
USGS-01400120,40.564444,-74.635833,0,55.44,1227.7,48.1,6.32,3,9,3.4,2030105.0,2020-09-22,2020,1,seg_001122
USGS-01400640,40.313333,-74.589167,3,44.04,110.3,49.0,5.18,3,2,6.1,2030105.0,2020-02-20,2020,3,seg_001123
USGS-01400640,40.313333,-74.589167,3,44.04,110.3,49.0,5.18,3,8,8.7,2030105.0,2020-08-10,2020,3,seg_001124
USGS-01400640,40.313333,-74.589167,3,44.04,110.3,49.0,5.18,3,3,6.0,2030105.0,2022-03-16,2022,3,seg_001125
USGS-01400860,40.418333,-74.787222,3,34.91,3.3,49.7,4.3,3,8,3.0,2030105.0,2020-08-10,2020,1,seg_001126
USGS-01400860,40.418333,-74.787222,3,34.91,3.3,49.7,4.3,3,2,2.5,2030105.0,2022-02-23,2022,2,seg_001127
USGS-01400978,40.356944,-74.730833,3,34.74,1.1,49.7,4.27,3,2,1.9,2030105.0,2020-02-19,2020,1,seg_001128
USGS-01401400,40.369444,-74.616111,3,44.05,23.3,49.0,5.19,3,2,13.3,2030105.0,2020-02-20,2020,2,seg_001129
USGS-01401400,40.369444,-74.616111,3,44.05,23.3,49.0,5.19,3,8,30.0,2030105.0,2020-08-10,2020,3,seg_001130
USGS-01401400,40.369444,-74.616111,3,44.05,23.3,49.0,5.19,3,3,13.0,2030105.0,2022-03-16,2022,3,seg_001131
USGS-01402000,40.475,-74.575833,0,52.84,668.2,48.3,6.06,3,3,9.9,2030105.0,2020-03-10,2020,3,seg_001132
USGS-01402000,40.475,-74.575833,0,52.84,668.2,48.3,6.06,3,2,12.0,2030105.0,2022-02-09,2022,3,seg_001133
USGS-01403385,40.580833,-74.499167,0,65.13,61.9,47.4,7.27,3,3,35.1,2030105.0,2020-03-02,2020,3,seg_001134
USGS-01403385,40.580833,-74.499167,0,65.13,61.9,47.4,7.27,3,9,65.4,2030105.0,2020-09-18,2020,4,seg_001135
USGS-01403385,40.580833,-74.499167,0,65.13,61.9,47.4,7.27,3,3,31.0,2030105.0,2021-03-30,2021,4,seg_001136
USGS-01403391,40.663222,-74.428139,0,75.67,83.1,46.6,8.31,3,2,4.5,2030105.0,2020-02-04,2020,2,seg_001137
USGS-01403391,40.663222,-74.428139,0,75.67,83.1,46.6,8.31,3,9,9.3,2030105.0,2020-09-25,2020,2,seg_001138
USGS-01405340,40.296111,-74.397778,0,59.47,54.1,47.8,6.69,3,2,1.4,2030105.0,2020-02-20,2020,1,seg_001139
USGS-01405340,40.296111,-74.397778,0,59.47,54.1,47.8,6.69,3,9,2.6,2030105.0,2020-09-18,2020,1,seg_001140
USGS-01405340,40.296111,-74.397778,0,59.47,54.1,47.8,6.69,3,3,1.8,2030105.0,2022-03-23,2022,1,seg_001141
USGS-01407059,40.384528,-74.147861,0,82.22,89.3,46.1,8.93,3,3,3.7,2030104.0,2020-03-10,2020,2,seg_001142
USGS-01407059,40.384528,-74.147861,0,82.22,89.3,46.1,8.93,3,9,5.9,2030104.0,2020-09-24,2020,2,seg_001143
USGS-01407706,40.197917,-74.06925,0,86.52,93.5,45.8,9.35,3,2,3.5,2040301.0,2020-02-19,2020,2,seg_001144
USGS-01407706,40.197917,-74.06925,0,86.52,93.5,45.8,9.35,3,8,7.8,2040301.0,2020-08-18,2020,3,seg_001145
USGS-01407706,40.197917,-74.06925,0,86.52,93.5,45.8,9.35,3,3,7.4,2040301.0,2021-03-12,2021,2,seg_001146
USGS-01407713,40.243361,-74.091694,0,84.7,91.7,46.0,9.17,3,2,107.3,2040301.0,2020-02-19,2020,3,seg_001147
USGS-01407713,40.243361,-74.091694,0,84.7,91.7,46.0,9.17,3,3,43.7,2040301.0,2021-03-22,2021,3,seg_001148
USGS-01407760,40.203333,-74.065833,0,86.81,16.7,45.8,9.38,3,3,7.8,2040301.0,2020-03-04,2020,3,seg_001149
USGS-01407760,40.203333,-74.065833,0,86.81,16.7,45.8,9.38,3,8,10.0,2040301.0,2020-08-18,2020,4,seg_001150
USGS-01407760,40.203333,-74.065833,0,86.81,16.7,45.8,9.38,3,3,12.4,2040301.0,2021-03-04,2021,3,seg_001151
USGS-01407760,40.203333,-74.065833,0,86.81,16.7,45.8,9.38,3,2,4.1,2040301.0,2022-02-22,2022,2,seg_001152
USGS-01407874,40.204889,-74.254306,0,70.8,78.0,47.0,7.8,3,3,20.3,2040301.0,2020-03-10,2020,3,seg_001153
USGS-01407874,40.204889,-74.254306,0,70.8,78.0,47.0,7.8,3,9,16.6,2040301.0,2020-09-24,2020,3,seg_001154
USGS-01408000,40.161389,-74.154722,0,79.42,114.0,46.4,8.65,3,9,8.0,2040301.0,2020-09-24,2020,3,seg_001155
USGS-01408000,40.161389,-74.154722,0,79.42,114.0,46.4,8.65,3,3,13.7,2040301.0,2022-03-14,2022,3,seg_001156
USGS-01408009,40.2125,-74.168333,0,78.1,8.6,46.5,8.52,3,9,1.8,2040301.0,2020-09-08,2020,1,seg_001157
USGS-01408009,40.2125,-74.168333,0,78.1,8.6,46.5,8.52,3,3,1.4,2040301.0,2022-03-23,2022,1,seg_001158
USGS-01408100,40.109722,-74.219167,0,74.49,50.2,46.7,8.17,3,2,5.1,2040301.0,2020-02-20,2020,2,seg_001159
USGS-01408100,40.109722,-74.219167,0,74.49,50.2,46.7,8.17,3,9,8.3,2040301.0,2020-09-08,2020,3,seg_001160
USGS-01408100,40.109722,-74.219167,0,74.49,50.2,46.7,8.17,3,3,6.8,2040301.0,2022-03-21,2022,3,seg_001161
USGS-01408505,39.976389,-74.218333,0,77.7,323.7,46.5,8.51,3,3,47.1,2040301.0,2020-03-05,2020,3,seg_001162
USGS-01408505,39.976389,-74.218333,0,77.7,323.7,46.5,8.51,3,8,2.4,2040301.0,2020-08-21,2020,1,seg_001163
USGS-01408505,39.976389,-74.218333,0,77.7,323.7,46.5,8.51,3,3,58.5,2040301.0,2021-03-15,2021,3,seg_001164
USGS-01408505,39.976389,-74.218333,0,77.7,323.7,46.5,8.51,3,3,41.6,2040301.0,2022-03-17,2022,3,seg_001165
USGS-01409387,39.740278,-74.726667,3,40.06,69.2,27.2,315.73,8,3,11.3,2040301.0,2020-03-09,2020,2,seg_001166
USGS-01409387,39.740278,-74.726667,3,40.06,69.2,27.2,315.73,8,9,2.5,2040301.0,2020-09-15,2020,1,seg_001167
USGS-01409387,39.740278,-74.726667,3,40.06,69.2,27.2,315.73,8,3,4.1,2040301.0,2022-03-07,2022,3,seg_001168
USGS-01409396,39.762278,-74.719639,3,40.13,3156.7,27.2,315.67,8,6,9.6,2040301.0,2020-06-25,2020,3,seg_001169
USGS-0140940950,39.688056,-74.834722,3,33.41,12.6,27.4,319.77,8,3,3.1,2040301.0,2020-03-10,2020,1,seg_001170
USGS-0140940950,39.688056,-74.834722,3,33.41,12.6,27.4,319.77,8,9,4.1,2040301.0,2020-09-09,2020,1,seg_001171
USGS-0140940950,39.688056,-74.834722,3,33.41,12.6,27.4,319.77,8,3,6.6,2040301.0,2022-03-02,2022,2,seg_001172
USGS-01409416,39.633889,-74.717778,2,45.08,24.8,27.1,312.98,8,3,2.8,2040301.0,2020-03-17,2020,2,seg_001173
USGS-01409416,39.633889,-74.717778,2,45.08,24.8,27.1,312.98,8,9,2.2,2040301.0,2020-09-15,2020,1,seg_001174
USGS-01409416,39.633889,-74.717778,2,45.08,24.8,27.1,312.98,8,2,2.4,2040301.0,2022-02-16,2022,2,seg_001175
USGS-01409470,39.709444,-74.666389,2,45.94,144.3,27.0,312.32,8,3,6.3,2040301.0,2020-03-09,2020,2,seg_001176
USGS-01409470,39.709444,-74.666389,2,45.94,144.3,27.0,312.32,8,9,1.2,2040301.0,2020-09-15,2020,1,seg_001177
USGS-01409815,39.675,-74.540833,0,57.33,222.5,26.7,305.67,8,9,1.5,2040301.0,2020-09-15,2020,1,seg_001178
USGS-01409815,39.675,-74.540833,0,57.33,222.5,26.7,305.67,8,2,1.0,2040301.0,2022-02-07,2022,1,seg_001179
USGS-01411035,39.644444,-74.985833,3,26.25,11.7,27.6,324.5,8,3,11.4,2040302.0,2020-03-09,2020,3,seg_001180
USGS-01411035,39.644444,-74.985833,3,26.25,11.7,27.6,324.5,8,9,1.4,2040302.0,2020-09-09,2020,1,seg_001181
USGS-01411110,39.513889,-74.779722,1,48.89,398.9,27.0,311.17,8,3,4.0,2040302.0,2020-03-17,2020,3,seg_001182
USGS-01411110,39.513889,-74.779722,1,48.89,398.9,27.0,311.17,8,9,5.7,2040302.0,2020-09-21,2020,3,seg_001183
USGS-01411110,39.513889,-74.779722,1,48.89,398.9,27.0,311.17,8,2,3.0,2040302.0,2022-02-22,2022,2,seg_001184
USGS-01411196,39.468889,-74.6925,0,57.73,42.2,26.7,305.95,8,3,2.3,2040302.0,2020-03-17,2020,2,seg_001185
USGS-01411196,39.468889,-74.6925,0,57.73,42.2,26.7,305.95,8,9,3.9,2040302.0,2020-09-21,2020,2,seg_001186
USGS-01411196,39.468889,-74.6925,0,57.73,42.2,26.7,305.95,8,2,1.0,2040302.0,2022-02-22,2022,1,seg_001187
USGS-01411207,39.425444,-74.664306,0,62.85,3030.2,26.6,303.02,8,8,4.1,2040302.0,2020-08-19,2020,2,seg_001188
USGS-01411400,39.0275,-74.896389,0,92.12,5.9,25.9,287.11,8,3,11.4,2040206.0,2020-03-10,2020,3,seg_001189
USGS-01411400,39.0275,-74.896389,0,92.12,5.9,25.9,287.11,8,9,21.6,2040206.0,2020-09-21,2020,3,seg_001190
USGS-01411400,39.0275,-74.896389,0,92.12,5.9,25.9,287.11,8,3,17.0,2040206.0,2022-03-01,2022,3,seg_001191
USGS-01411444,39.26,-74.911389,0,67.08,17.2,26.5,301.49,8,9,1.3,2040206.0,2020-09-21,2020,1,seg_001192
USGS-0141145260,39.620278,-75.104444,3,23.82,21.9,27.7,326.79,8,8,15.8,2040206.0,2020-08-13,2020,3,seg_001193
USGS-01411456,39.658889,-75.0675,3,21.0,25.3,27.8,327.94,8,6,19.1,2040206.0,2020-06-25,2020,4,seg_001194
